Country/Region,Province/State,Country/Region,date,Lat,Long,confirmed,deaths,recoveries
Chad,,Chad,6/22/20,15.4542,18.7322,858,74,755
Chile,,Chile,6/22/20,-35.6751,-71.543,246963,4502,205397
China,Anhui,China,6/22/20,31.8257,117.2264,991,6,985
China,Beijing,China,6/22/20,40.1824,116.4142,843,9,584
China,Chongqing,China,6/22/20,30.0572,107.874,582,6,573
China,Fujian,China,6/22/20,26.0789,117.9874,363,1,357
China,Gansu,China,6/22/20,35.7518,104.2861,158,2,137
China,Guangdong,China,6/22/20,23.3417,113.4244,1634,8,1619
China,Guangxi,China,6/22/20,23.8298,108.7881,254,2,252
China,Guizhou,China,6/22/20,26.8154,106.8748,147,2,145
China,Hainan,China,6/22/20,19.1959,109.7453,171,6,163
China,Hebei,China,6/22/20,37.8957,114.9042,346,6,323
China,Heilongjiang,China,6/22/20,47.862,127.7615,947,13,934
China,Henan,China,6/22/20,33.882,113.614,1276,22,1254
China,Hong Kong,China,6/22/20,22.3,114.2,1161,5,1078
China,Hubei,China,6/22/20,30.9756,112.2707,68135,4512,63623
China,Hunan,China,6/22/20,27.6104,111.7088,1019,4,1015
China,Inner Mongolia,China,6/22/20,44.0935,113.9448,238,1,236
China,Jiangsu,China,6/22/20,32.9711,119.455,654,0,653
China,Jiangxi,China,6/22/20,27.614,115.7221,932,1,931
China,Jilin,China,6/22/20,43.6661,126.1923,155,2,153
China,Liaoning,China,6/22/20,41.2956,122.6085,154,2,147
China,Macau,China,6/22/20,22.1667,113.55,45,0,45
China,Ningxia,China,6/22/20,37.2692,106.1655,75,0,75
China,Qinghai,China,6/22/20,35.7452,95.9956,18,0,18
China,Shaanxi,China,6/22/20,35.1917,108.8701,317,3,307
China,Shandong,China,6/22/20,36.3427,118.1498,792,7,785
China,Shanghai,China,6/22/20,31.202,121.4491,701,7,669
China,Shanxi,China,6/22/20,37.5777,112.2922,198,0,198
China,Sichuan,China,6/22/20,30.6171,102.7103,589,3,572
China,Tianjin,China,6/22/20,39.3054,117.323,198,3,192
China,Tibet,China,6/22/20,31.6927,88.0924,1,0,1
China,Xinjiang,China,6/22/20,41.1129,85.2401,76,3,73
China,Yunnan,China,6/22/20,24.974,101.487,185,2,183
China,Zhejiang,China,6/22/20,29.1832,120.0934,1269,1,1267
Colombia,,Colombia,6/22/20,4.5709,-74.2973,71183,2310,29024
Congo,,Congo,6/22/20,-0.228,15.8277,1087,37,456
Congo,,Congo,6/22/20,-4.0383,21.7587,5924,135,856
Costa Rica,,Costa Rica,6/22/20,9.7489,-83.7534,2277,12,1043
Côte d'Ivoire,,Côte d'Ivoire,6/22/20,7.54,-5.5471,7677,56,3493
Croatia,,Croatia,6/22/20,45.1,15.2,2336,107,2142
Diamond Princess,,Diamond Princess,6/22/20,0.0,0.0,712,13,651
Cuba,,Cuba,6/22/20,21.521757,-77.78116700000002,2315,85,2113
Cyprus,,Cyprus,6/22/20,35.1264,33.4299,988,19,824
Czech Republic (Czechia),,Czech Republic (Czechia),6/22/20,49.8175,15.473,10523,336,7537
Denmark,Faroe Islands,Denmark,6/22/20,61.8926,-6.9118,187,0,187
Denmark,Greenland,Denmark,6/22/20,71.7069,-42.6043,13,0,13
Denmark,,Denmark,6/22/20,56.2639,9.5018,12527,602,11347
Djibouti,,Djibouti,6/22/20,11.8251,42.5903,4599,48,3952
Dominican Republic,,Dominican Republic,6/22/20,18.7357,-70.1627,27370,669,15338
Ecuador,,Ecuador,6/22/20,-1.8312,-78.1834,50640,4223,24991
Egypt,,Egypt,6/22/20,26.820553000000004,30.802498,56809,2278,15133
El Salvador,,El Salvador,6/22/20,13.7942,-88.8965,4808,107,2655
Equatorial Guinea,,Equatorial Guinea,6/22/20,1.6508,10.2679,1664,32,515
Eritrea,,Eritrea,6/22/20,15.1794,39.7823,143,0,39
Estonia,,Estonia,6/22/20,58.5953,25.0136,1981,69,1765
Eswatini,,Eswatini,6/22/20,-26.5225,31.4659,643,6,291
Ethiopia,,Ethiopia,6/22/20,9.145,40.4897,4663,75,1297
Fiji,,Fiji,6/22/20,-17.7134,178.065,18,0,18
Finland,,Finland,6/22/20,61.92411,25.748151,7144,327,6400
France,French Guiana,France,6/22/20,3.9339,-53.1258,2458,8,972
France,French Polynesia,France,6/22/20,-17.6797,149.4068,60,0,60
France,Guadeloupe,France,6/22/20,16.265,-61.551,174,14,157
France,Mayotte,France,6/22/20,-12.8275,45.166244,2434,31,2188
France,New Caledonia,France,6/22/20,-20.904305,165.618042,21,0,21
France,Reunion,France,6/22/20,-21.1151,55.5364,507,1,460
France,Saint Barthelemy,France,6/22/20,17.9,-62.8333,6,0,6
France,St Martin,France,6/22/20,18.0708,-63.0501,42,3,36
France,Martinique,France,6/22/20,14.6415,-61.0242,236,14,98
France,,France,6/22/20,46.2276,2.2137,192070,29595,70737
Gabon,,Gabon,6/22/20,-0.8037,11.6094,4739,39,2002
Gambia,,Gambia,6/22/20,13.4432,-15.3101,41,2,26
Georgia,,Georgia,6/22/20,42.3154,43.3569,908,14,761
Germany,,Germany,6/22/20,51.165691,10.451526,191768,8899,175143
Ghana,,Ghana,6/22/20,7.9465,-1.0232,14154,85,10473
Greece,,Greece,6/22/20,39.0742,21.8243,3287,190,1374
Guatemala,,Guatemala,6/22/20,15.7835,-90.2308,13769,547,2818
Guinea,,Guinea,6/22/20,9.9456,-9.6966,4988,27,3669
Guyana,,Guyana,6/22/20,4.860416000000002,-58.93018000000001,205,12,103
Haiti,,Haiti,6/22/20,18.9712,-72.2852,5211,88,24
Holy See,,Holy See,6/22/20,41.9029,12.4534,12,0,12
Honduras,,Honduras,6/22/20,15.2,-86.2419,13356,395,1362
Hungary,,Hungary,6/22/20,47.1625,19.5033,4102,572,2590
Iceland,,Iceland,6/22/20,64.9631,-19.0208,1815,10,1797
India,,India,6/22/20,20.593684,78.96288,440215,14011,248190
Indonesia,,Indonesia,6/22/20,-0.7893,113.9213,46845,2500,18735
Iran,,Iran,6/22/20,32.427908,53.68804599999999,207525,9742,166427
Iraq,,Iraq,6/22/20,33.223191,43.679291,32676,1167,14785
Ireland,,Ireland,6/22/20,53.1424,-7.6921,25383,1717,22698
Israel,,Israel,6/22/20,31.046051,34.851612,21082,307,15761
Italy,,Italy,6/22/20,41.87194,12.56738,238720,34657,183426
Jamaica,,Jamaica,6/22/20,18.1096,-77.2975,665,10,516
Japan,,Japan,6/22/20,36.204824,138.252924,17820,955,15957
Jordan,,Jordan,6/22/20,31.24,36.51,1042,9,751
Kazakhstan,,Kazakhstan,6/22/20,48.0196,66.9237,18231,127,11158
Kenya,,Kenya,6/22/20,-0.0236,37.9062,4797,125,1680
South Korea,,South Korea,6/22/20,35.90775700000001,127.766922,12484,281,10908
Kuwait,,Kuwait,6/22/20,29.31166,47.481766,40291,330,31770
Kyrgyzstan,,Kyrgyzstan,6/22/20,41.20438,74.766098,3356,40,2021
Latvia,,Latvia,6/22/20,56.8796,24.6032,1111,30,903
Lebanon,,Lebanon,6/22/20,33.8547,35.8623,1603,32,1077
Liberia,,Liberia,6/22/20,6.4280550000000005,-9.429499,650,34,260
Liechtenstein,,Liechtenstein,6/22/20,47.14,9.55,82,1,81
Lithuania,,Lithuania,6/22/20,55.1694,23.8813,1801,76,1475
Luxembourg,,Luxembourg,6/22/20,49.8153,6.1296,4121,110,3959
Madagascar,,Madagascar,6/22/20,-18.766947,46.869107,1640,15,692
Malaysia,,Malaysia,6/22/20,4.210483999999999,101.975766,8587,121,8177
Maldives,,Maldives,6/22/20,3.2028,73.2207,2217,8,1813
Malta,,Malta,6/22/20,35.9375,14.3754,665,9,617
Mauritania,,Mauritania,6/22/20,21.0079,-10.9408,3121,112,905
Mauritius,,Mauritius,6/22/20,-20.348404,57.552152,340,10,326
Mexico,,Mexico,6/22/20,23.6345,-102.5528,185122,22584,139383
Moldova,,Moldova,6/22/20,47.4116,28.3699,14363,480,8019
Monaco,,Monaco,6/22/20,43.7333,7.4167,101,4,95
Mongolia,,Mongolia,6/22/20,46.8625,103.8467,215,0,158
Montenegro,,Montenegro,6/22/20,42.708678000000006,19.37439,367,9,315
Morocco,,Morocco,6/22/20,31.7917,-7.0926,10172,214,8366
Namibia,,Namibia,6/22/20,-22.9576,18.4904,63,0,21
Nepal,,Nepal,6/22/20,28.1667,84.25,9561,23,2148
Netherlands,Aruba,Netherlands,6/22/20,12.5211,-69.9683,101,3,98
Netherlands,Curacao,Netherlands,6/22/20,12.1696,-68.99,23,1,19
Netherlands,Sint Maarten,Netherlands,6/22/20,18.0425,-63.0548,77,15,62
Netherlands,,Netherlands,6/22/20,52.1326,5.2913,49658,6090,0
New Zealand,,New Zealand,6/22/20,-40.9006,174.886,1515,22,1483
Nicaragua,,Nicaragua,6/22/20,12.865416,-85.207229,1823,64,1238
Niger,,Niger,6/22/20,17.607789,8.081666,1046,67,913
Nigeria,,Nigeria,6/22/20,9.082,8.6753,20919,525,7109
North Macedonia,,North Macedonia,6/22/20,41.6086,21.7453,5196,247,1974
Norway,,Norway,6/22/20,60.472,8.4689,8751,248,8138
Oman,,Oman,6/22/20,21.512583,55.92325500000001,31076,137,16408
Pakistan,,Pakistan,6/22/20,30.3753,69.3451,185034,3695,73471
Panama,,Panama,6/22/20,8.538,-80.7821,26752,521,14664
Papua New Guinea,,Papua New Guinea,6/22/20,-6.314993,143.95555,9,0,8
Paraguay,,Paraguay,6/22/20,-23.4425,-58.4438,1392,13,903
Peru,,Peru,6/22/20,-9.19,-75.0152,257447,8223,145320
Philippines,,Philippines,6/22/20,12.879721,121.774017,30682,1177,8143
Poland,,Poland,6/22/20,51.9194,19.1451,32227,1359,17076
Portugal,,Portugal,6/22/20,39.3999,-8.2245,39392,1534,25548
Qatar,,Qatar,6/22/20,25.3548,51.1839,88403,99,69956
Romania,,Romania,6/22/20,45.9432,24.9668,24291,1523,17031
Russia,,Russia,6/22/20,61.52401,105.318756,591465,8196,343847
Rwanda,,Rwanda,6/22/20,-1.9403,29.8739,787,2,370
Saint Lucia,,Saint Lucia,6/22/20,13.9094,-60.9789,19,0,18
St. Vincent & Grenadines,,St. Vincent & Grenadines,6/22/20,12.9843,-61.2872,29,0,26
San Marino,,San Marino,6/22/20,43.9424,12.4578,697,42,627
Saudi Arabia,,Saudi Arabia,6/22/20,23.885942,45.079162,161005,1307,105175
Senegal,,Senegal,6/22/20,14.4974,-14.4524,5970,86,3953
Serbia,,Serbia,6/22/20,44.0165,21.0059,12990,262,11997
Seychelles,,Seychelles,6/22/20,-4.6796,55.492,11,0,11
Singapore,,Singapore,6/22/20,1.2833,103.8333,42313,26,35590
Slovakia,,Slovakia,6/22/20,48.669,19.699,1588,28,1447
Slovenia,,Slovenia,6/22/20,46.1512,14.9955,1521,109,1376
Somalia,,Somalia,6/22/20,5.152149,46.199616,2812,90,818
South Africa,,South Africa,6/22/20,-30.5595,22.9375,101590,1991,53444
Spain,,Spain,6/22/20,40.463667,-3.74922,246504,28324,150376
Sri Lanka,,Sri Lanka,6/22/20,7.873054,80.77179699999998,1951,11,1526
Sudan,,Sudan,6/22/20,12.8628,30.2176,8698,533,3460
Suriname,,Suriname,6/22/20,3.9193,-56.0278,319,8,132
Sweden,,Sweden,6/22/20,60.128161,18.643501,58932,5122,0
Switzerland,,Switzerland,6/22/20,46.8182,8.2275,31310,1956,29000
Taiwan,,Taiwan,6/22/20,23.7,121.0,446,7,435
Tanzania,,Tanzania,6/22/20,-6.369028,34.888822,509,21,183
Thailand,,Thailand,6/22/20,15.870032,100.992541,3151,58,3022
Togo,,Togo,6/22/20,8.6195,0.8248,569,13,380
Trinidad and Tobago,,Trinidad and Tobago,6/22/20,10.6918,-61.2225,123,8,109
Tunisia,,Tunisia,6/22/20,33.886917,9.537499,1159,50,1020
Turkey,,Turkey,6/22/20,38.9637,35.2433,188897,4974,161533
Uganda,,Uganda,6/22/20,1.373333,32.290275,774,0,631
Ukraine,,Ukraine,6/22/20,48.3794,31.1656,38056,1022,17211
United Arab Emirates,,United Arab Emirates,6/22/20,23.424076,53.847818,45303,303,33046
United Kingdom,Bermuda,United Kingdom,6/22/20,32.3078,-64.7505,146,9,132
United Kingdom,Cayman Islands,United Kingdom,6/22/20,19.3133,-81.2546,195,1,146
United Kingdom,Channel Islands,United Kingdom,6/22/20,49.3723,-2.3644,570,47,512
United Kingdom,Gibraltar,United Kingdom,6/22/20,36.1408,-5.3536,176,0,176
United Kingdom,Isle of Man,United Kingdom,6/22/20,54.2361,-4.5481,336,24,312
United Kingdom,Montserrat,United Kingdom,6/22/20,16.742498,-62.187366,11,1,10
United Kingdom,,United Kingdom,6/22/20,55.3781,-3.4360000000000004,278684,42756,0
Uruguay,,Uruguay,6/22/20,-32.5228,-55.7658,882,25,815
United States,,United States,6/22/20,40.0,-100.0,2312303,121010,640198
Uzbekistan,,Uzbekistan,6/22/20,41.377491,64.585262,6461,19,4450
Venezuela,,Venezuela,6/22/20,6.4238,-66.5897,4048,35,1327
Vietnam,,Vietnam,6/22/20,14.058324,108.277199,349,0,328
Zambia,,Zambia,6/22/20,-13.133897,27.849332,1430,11,1194
Zimbabwe,,Zimbabwe,6/22/20,-19.015438,29.154857,512,6,64
Dominica,,Dominica,6/22/20,15.415,-61.371,18,0,18
Grenada,,Grenada,6/22/20,12.1165,-61.679,23,0,23
Mozambique,,Mozambique,6/22/20,-18.6657,35.5296,737,5,181
Syria,,Syria,6/22/20,34.8021,38.9968,219,7,83
Timor-Leste,,Timor-Leste,6/22/20,-8.8742,125.7275,24,0,24
Belize,,Belize,6/22/20,17.1899,-88.4976,23,2,17
Laos,,Laos,6/22/20,19.85627,102.495496,19,0,19
Libya,,Libya,6/22/20,26.3351,17.228331,595,10,116
Israel,,Israel,6/22/20,31.9522,35.2332,1001,3,442
Guinea-Bissau,,Guinea-Bissau,6/22/20,11.8037,-15.1804,1556,19,191
Mali,,Mali,6/22/20,17.570692,-3.996166000000001,1961,111,1266
Saint Kitts & Nevis,,Saint Kitts & Nevis,6/22/20,17.357822,-62.782998,15,0,15
Kosovo,,Kosovo,6/22/20,42.602636,20.902977,2169,36,1047
Myanmar,,Myanmar,6/22/20,21.9162,95.956,291,6,200
United Kingdom,Anguilla,United Kingdom,6/22/20,18.2206,-63.0686,3,0,3
United Kingdom,British Virgin Islands,United Kingdom,6/22/20,18.4207,-64.64,8,1,7
United Kingdom,Turks and Caicos Islands,United Kingdom,6/22/20,21.69400000000001,-71.7979,14,1,11
MS Zaandam,,MS Zaandam,6/22/20,0.0,0.0,9,2,0
Botswana,,Botswana,6/22/20,-22.3285,24.6849,89,1,25
Burundi,,Burundi,6/22/20,-3.3731,29.9189,144,1,93
Sierra Leone,,Sierra Leone,6/22/20,8.460555000000001,-11.779889,1340,55,788
Netherlands,"Bonaire, Sint Eustatius and Saba",Netherlands,6/22/20,12.1784,-68.2385,7,0,7
Malawi,,Malawi,6/22/20,-13.2543,34.3015,749,11,258
United Kingdom,Falkland Islands (Malvinas),United Kingdom,6/22/20,-51.7963,-59.5236,13,0,13
France,Saint Pierre and Miquelon,France,6/22/20,46.8852,-56.3159,1,0,1
South Sudan,,South Sudan,6/22/20,6.877000000000002,31.307,1916,35,190
Western Sahara,,Western Sahara,6/22/20,24.2155,-12.8858,10,1,8
Sao Tome & Principe,,Sao Tome & Principe,6/22/20,0.1864,6.6131,702,12,203
Yemen,,Yemen,6/22/20,15.552727,48.516388,967,257,350
Comoros,,Comoros,6/22/20,-11.6455,43.3333,247,5,159
Tajikistan,,Tajikistan,6/22/20,38.861,71.2761,5513,52,4039
Lesotho,,Lesotho,6/22/20,-29.61,28.2336,12,0,2
Afghanistan,,Afghanistan,6/23/20,33.93911,67.709953,29481,618,9260
Albania,,Albania,6/23/20,41.1533,20.1683,2047,45,1195
Algeria,,Algeria,6/23/20,28.0339,1.6596,12076,861,8674
Andorra,,Andorra,6/23/20,42.5063,1.5218,855,52,797
Angola,,Angola,6/23/20,-11.2027,17.8739,189,10,77
Antigua and Barbuda,,Antigua and Barbuda,6/23/20,17.0608,-61.7964,26,3,22
Argentina,,Argentina,6/23/20,-38.4161,-63.6167,47203,1078,13576
Armenia,,Armenia,6/23/20,40.0691,45.0382,21006,372,10144
Australia,Australian Capital Territory,Australia,6/23/20,-35.4735,149.0124,108,3,105
Australia,New South Wales,Australia,6/23/20,-33.8688,151.2093,3159,48,2771
Australia,Northern Territory,Australia,6/23/20,-12.4634,130.8456,29,0,29
Australia,Queensland,Australia,6/23/20,-27.4698,153.0251,1066,6,1053
Australia,South Australia,Australia,6/23/20,-34.9285,138.6007,440,4,436
Australia,Tasmania,Australia,6/23/20,-42.8821,147.3272,228,13,215
Australia,Victoria,Australia,6/23/20,-37.8136,144.9631,1884,20,1721
Australia,Western Australia,Australia,6/23/20,-31.9505,115.8605,607,9,594
Austria,,Austria,6/23/20,47.5162,14.5501,17408,693,16261
Azerbaijan,,Azerbaijan,6/23/20,40.1431,47.5769,13715,167,7503
Bahamas,,Bahamas,6/23/20,25.025885,-78.035889,104,11,83
Bahrain,,Bahrain,6/23/20,26.0275,50.55,23062,67,17450
Bangladesh,,Bangladesh,6/23/20,23.685,90.3563,119198,1545,47635
Barbados,,Barbados,6/23/20,13.1939,-59.5432,97,7,85
Belarus,,Belarus,6/23/20,53.7098,27.9534,59487,357,38688
Belgium,,Belgium,6/23/20,50.8333,4.469936,60810,9713,16771
Benin,,Benin,6/23/20,9.3077,2.3158,850,13,272
Bhutan,,Bhutan,6/23/20,27.5142,90.4336,70,0,34
Bolivia,,Bolivia,6/23/20,-16.2902,-63.5887,26389,846,6300
Bosnia and Herzegovina,,Bosnia and Herzegovina,6/23/20,43.9159,17.6791,3588,172,2285
Brazil,,Brazil,6/23/20,-14.235,-51.9253,1145906,52645,627963
Brunei,,Brunei,6/23/20,4.5353,114.7277,141,3,138
Bulgaria,,Bulgaria,6/23/20,42.7339,25.4858,4114,208,2217
Burkina Faso,,Burkina Faso,6/23/20,12.2383,-1.5616,907,53,823
Cabo Verde,,Cabo Verde,6/23/20,16.5388,-23.0418,982,8,426
Cambodia,,Cambodia,6/23/20,11.55,104.9167,130,0,127
Cameroon,,Cameroon,6/23/20,3.848,11.5021,12270,313,7774
Central African Republic,,Central African Republic,6/23/20,6.6111,20.9394,3051,37,522
Chad,,Chad,6/23/20,15.4542,18.7322,860,74,757
Chile,,Chile,6/23/20,-35.6751,-71.543,250767,4505,210570
China,Anhui,China,6/23/20,31.8257,117.2264,991,6,985
China,Beijing,China,6/23/20,40.1824,116.4142,850,9,584
China,Chongqing,China,6/23/20,30.0572,107.874,582,6,573
China,Fujian,China,6/23/20,26.0789,117.9874,363,1,357
China,Gansu,China,6/23/20,35.7518,104.2861,158,2,138
China,Guangdong,China,6/23/20,23.3417,113.4244,1634,8,1620
China,Guangxi,China,6/23/20,23.8298,108.7881,254,2,252
China,Guizhou,China,6/23/20,26.8154,106.8748,147,2,145
China,Hainan,China,6/23/20,19.1959,109.7453,171,6,163
China,Hebei,China,6/23/20,37.8957,114.9042,348,6,323
China,Heilongjiang,China,6/23/20,47.862,127.7615,947,13,934
China,Henan,China,6/23/20,33.882,113.614,1276,22,1254
China,Hong Kong,China,6/23/20,22.3,114.2,1177,6,1083
China,Hubei,China,6/23/20,30.9756,112.2707,68135,4512,63623
China,Hunan,China,6/23/20,27.6104,111.7088,1019,4,1015
China,Inner Mongolia,China,6/23/20,44.0935,113.9448,238,1,236
China,Jiangsu,China,6/23/20,32.9711,119.455,654,0,653
China,Jiangxi,China,6/23/20,27.614,115.7221,932,1,931
China,Jilin,China,6/23/20,43.6661,126.1923,155,2,153
China,Liaoning,China,6/23/20,41.2956,122.6085,154,2,147
China,Macau,China,6/23/20,22.1667,113.55,45,0,45
China,Ningxia,China,6/23/20,37.2692,106.1655,75,0,75
China,Qinghai,China,6/23/20,35.7452,95.9956,18,0,18
China,Shaanxi,China,6/23/20,35.1917,108.8701,319,3,307
China,Shandong,China,6/23/20,36.3427,118.1498,792,7,785
China,Shanghai,China,6/23/20,31.202,121.4491,703,7,669
China,Shanxi,China,6/23/20,37.5777,112.2922,198,0,198
China,Sichuan,China,6/23/20,30.6171,102.7103,589,3,573
China,Tianjin,China,6/23/20,39.3054,117.323,198,3,192
China,Tibet,China,6/23/20,31.6927,88.0924,1,0,1
China,Xinjiang,China,6/23/20,41.1129,85.2401,76,3,73
China,Yunnan,China,6/23/20,24.974,101.487,185,2,183
China,Zhejiang,China,6/23/20,29.1832,120.0934,1269,1,1267
Colombia,,Colombia,6/23/20,4.5709,-74.2973,73572,2404,30517
Congo,,Congo,6/23/20,-0.228,15.8277,1087,37,456
Congo,,Congo,6/23/20,-4.0383,21.7587,6027,135,861
Costa Rica,,Costa Rica,6/23/20,9.7489,-83.7534,2368,12,1129
Côte d'Ivoire,,Côte d'Ivoire,6/23/20,7.54,-5.5471,7904,58,3182
Croatia,,Croatia,6/23/20,45.1,15.2,2366,107,2142
Diamond Princess,,Diamond Princess,6/23/20,0.0,0.0,712,13,651
Cuba,,Cuba,6/23/20,21.521757,-77.78116700000002,2318,85,2123
Cyprus,,Cyprus,6/23/20,35.1264,33.4299,990,19,824
Czech Republic (Czechia),,Czech Republic (Czechia),6/23/20,49.8175,15.473,10650,339,7555
Denmark,Faroe Islands,Denmark,6/23/20,61.8926,-6.9118,187,0,187
Denmark,Greenland,Denmark,6/23/20,71.7069,-42.6043,13,0,13
Denmark,,Denmark,6/23/20,56.2639,9.5018,12561,603,11393
Djibouti,,Djibouti,6/23/20,11.8251,42.5903,4617,49,3989
Dominican Republic,,Dominican Republic,6/23/20,18.7357,-70.1627,27936,675,15551
Ecuador,,Ecuador,6/23/20,-1.8312,-78.1834,51643,4274,24991
Egypt,,Egypt,6/23/20,26.820553000000004,30.802498,58141,2365,15535
El Salvador,,El Salvador,6/23/20,13.7942,-88.8965,4973,113,2814
Equatorial Guinea,,Equatorial Guinea,6/23/20,1.6508,10.2679,1664,32,515
Eritrea,,Eritrea,6/23/20,15.1794,39.7823,143,0,39
Estonia,,Estonia,6/23/20,58.5953,25.0136,1982,69,1771
Eswatini,,Eswatini,6/23/20,-26.5225,31.4659,674,7,319
Ethiopia,,Ethiopia,6/23/20,9.145,40.4897,4848,75,1412
Fiji,,Fiji,6/23/20,-17.7134,178.065,18,0,18
Finland,,Finland,6/23/20,61.92411,25.748151,7155,327,6400
France,French Guiana,France,6/23/20,3.9339,-53.1258,2593,8,1016
France,French Polynesia,France,6/23/20,-17.6797,149.4068,60,0,60
France,Guadeloupe,France,6/23/20,16.265,-61.551,174,14,157
France,Mayotte,France,6/23/20,-12.8275,45.166244,2434,31,2188
France,New Caledonia,France,6/23/20,-20.904305,165.618042,21,0,21
France,Reunion,France,6/23/20,-21.1151,55.5364,507,1,460
France,Saint Barthelemy,France,6/23/20,17.9,-62.8333,6,0,6
France,St Martin,France,6/23/20,18.0708,-63.0501,42,3,36
France,Martinique,France,6/23/20,14.6415,-61.0242,236,14,98
France,,France,6/23/20,46.2276,2.2137,192452,29652,70952
Gabon,,Gabon,6/23/20,-0.8037,11.6094,4849,39,2107
Gambia,,Gambia,6/23/20,13.4432,-15.3101,42,2,26
Georgia,,Georgia,6/23/20,42.3154,43.3569,911,14,768
Germany,,Germany,6/23/20,51.165691,10.451526,192480,8914,175825
Ghana,,Ghana,6/23/20,7.9465,-1.0232,14568,95,10907
Greece,,Greece,6/23/20,39.0742,21.8243,3302,190,1374
Guatemala,,Guatemala,6/23/20,15.7835,-90.2308,14540,582,2897
Guinea,,Guinea,6/23/20,9.9456,-9.6966,5040,28,3685
Guyana,,Guyana,6/23/20,4.860416000000002,-58.93018000000001,206,12,107
Haiti,,Haiti,6/23/20,18.9712,-72.2852,5324,89,436
Holy See,,Holy See,6/23/20,41.9029,12.4534,12,0,12
Honduras,,Honduras,6/23/20,15.2,-86.2419,13943,405,1461
Hungary,,Hungary,6/23/20,47.1625,19.5033,4107,573,2600
Iceland,,Iceland,6/23/20,64.9631,-19.0208,1815,10,1796
India,,India,6/23/20,20.593684,78.96288,456183,14476,258685
Indonesia,,Indonesia,6/23/20,-0.7893,113.9213,47896,2535,19241
Iran,,Iran,6/23/20,32.427908,53.68804599999999,209970,9863,169160
Iraq,,Iraq,6/23/20,33.223191,43.679291,34502,1251,15753
Ireland,,Ireland,6/23/20,53.1424,-7.6921,25391,1720,22698
Israel,,Israel,6/23/20,31.046051,34.851612,21512,308,15869
Italy,,Italy,6/23/20,41.87194,12.56738,238833,34675,184585
Jamaica,,Jamaica,6/23/20,18.1096,-77.2975,670,10,518
Japan,,Japan,6/23/20,36.204824,138.252924,17879,965,16096
Jordan,,Jordan,6/23/20,31.24,36.51,1047,9,772
Kazakhstan,,Kazakhstan,6/23/20,48.0196,66.9237,18765,134,11514
Kenya,,Kenya,6/23/20,-0.0236,37.9062,4952,128,1782
South Korea,,South Korea,6/23/20,35.90775700000001,127.766922,12535,281,10930
Kuwait,,Kuwait,6/23/20,29.31166,47.481766,41033,334,32304
Kyrgyzstan,,Kyrgyzstan,6/23/20,41.20438,74.766098,3726,42,2082
Latvia,,Latvia,6/23/20,56.8796,24.6032,1111,30,903
Lebanon,,Lebanon,6/23/20,33.8547,35.8623,1622,32,1098
Liberia,,Liberia,6/23/20,6.4280550000000005,-9.429499,652,34,270
Liechtenstein,,Liechtenstein,6/23/20,47.14,9.55,82,2,81
Lithuania,,Lithuania,6/23/20,55.1694,23.8813,1803,77,1483
Luxembourg,,Luxembourg,6/23/20,49.8153,6.1296,4133,110,3959
Madagascar,,Madagascar,6/23/20,-18.766947,46.869107,1724,15,732
Malaysia,,Malaysia,6/23/20,4.210483999999999,101.975766,8590,121,8186
Maldives,,Maldives,6/23/20,3.2028,73.2207,2238,8,1813
Malta,,Malta,6/23/20,35.9375,14.3754,665,9,618
Mauritania,,Mauritania,6/23/20,21.0079,-10.9408,3292,114,963
Mauritius,,Mauritius,6/23/20,-20.348404,57.552152,340,10,326
Mexico,,Mexico,6/23/20,23.6345,-102.5528,191410,23377,143646
Moldova,,Moldova,6/23/20,47.4116,28.3699,14714,490,8212
Monaco,,Monaco,6/23/20,43.7333,7.4167,101,4,95
Mongolia,,Mongolia,6/23/20,46.8625,103.8467,215,0,168
Montenegro,,Montenegro,6/23/20,42.708678000000006,19.37439,378,9,315
Morocco,,Morocco,6/23/20,31.7917,-7.0926,10344,214,8407
Namibia,,Namibia,6/23/20,-22.9576,18.4904,72,0,21
Nepal,,Nepal,6/23/20,28.1667,84.25,10099,24,2224
Netherlands,Aruba,Netherlands,6/23/20,12.5211,-69.9683,101,3,98
Netherlands,Curacao,Netherlands,6/23/20,12.1696,-68.99,23,1,19
Netherlands,Sint Maarten,Netherlands,6/23/20,18.0425,-63.0548,77,15,62
Netherlands,,Netherlands,6/23/20,52.1326,5.2913,49722,6095,0
New Zealand,,New Zealand,6/23/20,-40.9006,174.886,1516,22,1483
Nicaragua,,Nicaragua,6/23/20,12.865416,-85.207229,2170,74,1238
Niger,,Niger,6/23/20,17.607789,8.081666,1051,67,913
Nigeria,,Nigeria,6/23/20,9.082,8.6753,21371,533,7338
North Macedonia,,North Macedonia,6/23/20,41.6086,21.7453,5311,251,2048
Norway,,Norway,6/23/20,60.472,8.4689,8772,248,8138
Oman,,Oman,6/23/20,21.512583,55.92325500000001,32394,140,17279
Pakistan,,Pakistan,6/23/20,30.3753,69.3451,188926,3755,77754
Panama,,Panama,6/23/20,8.538,-80.7821,27314,536,14694
Papua New Guinea,,Papua New Guinea,6/23/20,-6.314993,143.95555,9,0,8
Paraguay,,Paraguay,6/23/20,-23.4425,-58.4438,1422,13,926
Peru,,Peru,6/23/20,-9.19,-75.0152,260810,8404,148437
